Last_Name/Surname	Total1	American_Indian_and_Alaskan_Native2	Percentage3	Rank4	U.S._Rank5
TAHE	104	99	95.19%	2,923	156,044
REDHORN	104	99	95.19%	2,924	156,044
NARCHO	131	99	75.57%	2,925	129,825
VALDO	173	99	57.23%	2,926	103,655
MUSKETT	298	99	33.22%	2,927	66,371
DIXEY	388	99	25.52%	2,928	53,316
KEEBLE	1,305	99	7.59%	2,929	20,364
LOHNES	1,204	99	8.22%	2,930	21,648
SERRANO	75,996	99	0.13%	2,931	429
OROZCO	65,904	99	0.15%	2,932	512
MCFADDEN	31,839	99	0.31%	2,933	1,098
MEREDITH	24,679	99	0.40%	2,934	1,445
HAGAN	21,017	99	0.47%	2,935	1,710
PLATT	18,022	99	0.55%	2,936	2,006
MOSELEY	17,130	99	0.58%	2,937	2,112
NAYLOR	16,745	99	0.59%	2,938	2,169
HOOK	13,437	99	0.74%	2,939	2,680
WHITSON	9,273	99	1.07%	2,940	3,820
BAPTISTE	8,915	99	1.11%	2,941	3,983
WEATHERFORD	8,850	99	1.12%	2,942	4,016
AKIN	8,626	99	1.15%	2,943	4,114
BERLIN	7,503	99	1.32%	2,944	4,729
GOULET	5,637	99	1.76%	2,945	6,084
STANDIFER	3,438	99	2.88%	2,946	9,464
NORCROSS	2,992	98	3.28%	2,947	10,683
MASTEN	2,813	98	3.48%	2,948	11,236
PAXSON	2,618	98	3.74%	2,949	11,942
CAULDER	2,403	98	4.08%	2,950	12,827
KETTLE	2,092	98	4.68%	2,951	14,307
BONITO	720	98	13.61%	2,952	32,031
CHARBONNEAU	4,617	98	2.12%	2,953	7,230
COHEN	89,091	98	0.11%	2,954	351
FINK	28,701	98	0.34%	2,955	1,232
HOUSER	20,484	98	0.48%	2,956	1,749
BRAND	19,135	98	0.51%	2,957	1,879
MCGREGOR	15,614	98	0.63%	2,958	2,333
BARTHOLOMEW	15,339	98	0.64%	2,959	2,374
MOHAMMED	15,132	98	0.65%	2,960	2,395
STOREY	13,669	98	0.72%	2,961	2,635
CROUSE	13,598	98	0.72%	2,962	2,650
WYMAN	11,051	98	0.89%	2,963	3,265
WASSON	8,471	98	1.16%	2,964	4,182
COFFIN	8,312	98	1.18%	2,965	4,274
BUTTERFLY	127	98	77.17%	2,966	133,048
YEAHQUO	124	98	79.03%	2,967	135,593
WHITESHIELD	123	98	79.67%	2,968	136,449
JEANOTTE	178	98	55.06%	2,969	101,247
BEKIS	120	98	81.67%	2,970	139,228
REALBIRD	100	98	98.00%	2,971	160,975
HATATHLIE	100	98	98.00%	2,972	160,975
YOE	509	98	19.25%	2,973	42,579
AMYOTTE	178	97	54.49%	2,974	101,247
DEJESUS	44,038	97	0.22%	2,975	783
MAHONEY	40,397	97	0.24%	2,976	855
YANEZ	25,563	97	0.38%	2,977	1,385
MACHADO	23,170	97	0.42%	2,978	1,552
CONNELL	22,552	97	0.43%	2,979	1,589
TEMPLE	22,549	97	0.43%	2,980	1,590
WISEMAN	19,439	97	0.50%	2,981	1,845
KISER	18,674	97	0.52%	2,982	1,934
PARIS	17,707	97	0.55%	2,983	2,033
MOTT	17,092	97	0.57%	2,984	2,117
ABERNATHY	16,450	97	0.59%	2,985	2,216
STONER	16,204	97	0.60%	2,986	2,246
HOLGUIN	16,090	97	0.60%	2,987	2,260
COREY	15,569	97	0.62%	2,988	2,340
MILAM	11,787	97	0.82%	2,989	3,038
FANNING	11,007	97	0.88%	2,990	3,284
PHOENIX	3,326	97	2.92%	2,991	9,745
CARPIO	7,561	97	1.28%	2,992	4,693
KESTER	7,237	97	1.34%	2,993	4,870
BUSHMAN	4,981	97	1.95%	2,994	6,771
OTTEN	4,396	97	2.21%	2,995	7,561
EUSTACE	1,370	97	7.08%	2,996	19,671
MARRIS	682	97	14.22%	2,997	33,450
ADSON	141	97	68.79%	2,998	122,314
NAYOKPUK	102	97	95.10%	2,999	158,432
CLOWN	106	97	91.51%	3,000	153,769
SLINKEY	105	97	92.38%	3,001	154,907
FASTWOLF	103	97	94.17%	3,002	157,234
MADOSH	114	97	85.09%	3,003	145,220
KALMAKOFF	110	97	88.18%	3,004	149,395
CHALEPAH	107	96	89.72%	3,005	152,628
ARMAJO	115	96	83.48%	3,006	144,141
GRAYMOUNTAIN	101	96	95.05%	3,007	159,712
POLACCA	101	96	95.05%	3,008	159,712
NOCKIDENEH	101	96	95.05%	3,009	159,712
TOCKTOO	101	96	95.05%	3,010	159,712
CHAVARILLO	105	96	91.43%	3,011	154,907
PICKUP	753	96	12.75%	3,012	30,889
MEZA	53,230	96	0.18%	3,013	639
NEFF	22,764	96	0.42%	3,014	1,577
GROVE	21,732	96	0.44%	3,015	1,657
DARBY	18,757	96	0.51%	3,016	1,921
BLEDSOE	18,510	96	0.52%	3,017	1,948
WHITMORE	15,296	96	0.63%	3,018	2,380
PYLE	15,180	96	0.63%	3,019	2,389
ALLEY	14,323	96	0.67%	3,020	2,529
DEATON	14,052	96	0.68%	3,021	2,572
HUMPHREYS	13,895	96	0.69%	3,022	2,593
CARRIER	13,377	96	0.72%	3,023	2,692
CHISHOLM	12,503	96	0.77%	3,024	2,878
TOLLIVER	12,128	96	0.79%	3,025	2,958
MAXEY	10,584	96	0.91%	3,026	3,372
MOTLEY	10,274	96	0.93%	3,027	3,480
NEELEY	9,288	96	1.03%	3,028	3,816
DAYTON	8,494	96	1.13%	3,029	4,173
LENO	1,305	96	7.36%	3,030	20,364
SHAKESPEARE	1,275	96	7.53%	3,031	20,739
HILDERBRAND	3,113	96	3.08%	3,032	10,348
FIELDER	6,917	96	1.39%	3,033	5,068
SIMMONDS	4,379	96	2.19%	3,034	7,591
SEABOLT	3,752	96	2.56%	3,035	8,743
HAUKAAS	245	96	39.18%	3,036	78,040
SAUNOOKE	136	96	70.59%	3,037	126,018
SEABOY	126	95	75.40%	3,038	133,863
ROOKS	6,883	95	1.38%	3,039	5,086
PARKHURST	5,708	95	1.66%	3,040	6,024
GORDY	4,225	95	2.25%	3,041	7,838
BRIGMAN	3,679	95	2.58%	3,042	8,900
ELLENWOOD	985	95	9.64%	3,043	25,171
REXFORD	1,435	95	6.62%	3,044	18,994
BULLIS	3,124	95	3.04%	3,045	10,314
DEATHERAGE	2,978	95	3.19%	3,046	10,726
LUGO	37,903	95	0.25%	3,047	913
MCDERMOTT	30,528	95	0.31%	3,048	1,151
HOLLINGSWORTH	23,831	95	0.40%	3,049	1,504
SPIVEY	21,161	95	0.45%	3,050	1,702
HAGER	21,106	95	0.45%	3,051	1,707
PEDERSEN	20,135	95	0.47%	3,052	1,780
HINSON	19,857	95	0.48%	3,053	1,807
BATEMAN	19,001	95	0.50%	3,054	1,893
BERGMAN	17,846	95	0.53%	3,055	2,021
WHITLOCK	16,927	95	0.56%	3,056	2,142
ENNIS	16,419	95	0.58%	3,057	2,220
BORDEN	15,500	95	0.61%	3,058	2,352
LEMON	15,140	95	0.63%	3,059	2,393
KRUGER	13,898	95	0.68%	3,060	2,591
HACKER	13,625	95	0.70%	3,061	2,642
MARLOW	13,205	95	0.72%	3,062	2,728
BARFIELD	13,165	95	0.72%	3,063	2,737
WAUGH	11,387	95	0.83%	3,064	3,171
MONTAGUE	11,258	95	0.84%	3,065	3,209
HASKELL	9,816	95	0.97%	3,066	3,617
BIGBY	1,216	95	7.81%	3,067	21,483
BARSE	456	95	20.83%	3,068	46,647
SPOTTEDWOLF	102	95	93.14%	3,069	158,432
PAKOOTAS	102	95	93.14%	3,070	158,432
KEESWOOD	101	95	94.06%	3,071	159,712
PAHE	109	95	87.16%	3,072	150,452
BALOO	109	95	87.16%	3,073	150,452
EAGLESTAR	114	95	83.33%	3,074	145,220
SKENADORE	113	95	84.07%	3,075	146,201
ZAHNE	117	95	81.20%	3,076	142,108
CASSADORE	102	94	92.16%	3,077	158,432
YOUPEE	101	94	93.07%	3,078	159,712
OATS	1,230	94	7.64%	3,079	21,307
BUNKER	7,581	94	1.24%	3,080	4,679
WHEELOCK	3,827	94	2.46%	3,081	8,602
COLON	67,338	94	0.14%	3,082	497
SOSA	52,457	94	0.18%	3,083	650
HEARD	23,408	94	0.40%	3,084	1,534
OLEARY	22,329	94	0.42%	3,085	1,607
JACOBSEN	18,820	94	0.50%	3,086	1,914
SKELTON	15,624	94	0.60%	3,087	2,330
LOOMIS	14,518	94	0.65%	3,088	2,485
MATHEW	13,808	94	0.68%	3,089	2,612
SMALLEY	11,737	94	0.80%	3,090	3,055
HARKINS	11,662	94	0.81%	3,091	3,080
NEWSOM	11,218	94	0.84%	3,092	3,218
CANADA	9,819	94	0.96%	3,093	3,616
KNUDSEN	9,104	94	1.03%	3,094	3,898
SUMPTER	7,950	94	1.18%	3,095	4,467
DUNDAS	1,520	94	6.18%	3,096	18,272
HUGO	3,020	94	3.11%	3,097	10,603
LOGG	218	94	43.12%	3,098	85,659
ARPAN	182	93	51.10%	3,099	99,378
WALLETTE	235	93	39.57%	3,100	80,678
REDWING	244	93	38.11%	3,101	78,316
HORSECHIEF	118	93	78.81%	3,102	141,140
YELLOWEAGLE	102	93	91.18%	3,103	158,432
ESKEETS	111	93	83.78%	3,104	148,347
KENNETH	632	93	14.72%	3,105	35,582
SLEEPER	2,599	93	3.58%	3,106	12,012
DAVIDS	2,380	93	3.91%	3,107	12,916
MESSERLY	1,223	93	7.60%	3,108	21,393
HEMINGER	1,139	93	8.17%	3,109	22,559
ALFRED	6,490	93	1.43%	3,110	5,364
GASPER	4,898	93	1.90%	3,111	6,869
GUEVARA	46,454	93	0.20%	3,112	746
LEVY	37,228	93	0.25%	3,113	932
SORENSEN	28,069	93	0.33%	3,114	1,251
NEELY	23,843	93	0.39%	3,115	1,502
MCCRACKEN	19,287	93	0.48%	3,116	1,862
DOTY	17,965	93	0.52%	3,117	2,009
SHAVER	16,972	93	0.55%	3,118	2,135
FINNEY	16,939	93	0.55%	3,119	2,139
MCNAIR	16,595	93	0.56%	3,120	2,191
MARCUM	16,246	93	0.57%	3,121	2,244
BOLES	14,946	93	0.62%	3,122	2,426
UNGER	14,738	93	0.63%	3,123	2,449
WYLIE	11,975	93	0.78%	3,124	2,993
CULBERTSON	10,240	93	0.91%	3,125	3,492
ISOM	10,099	93	0.92%	3,126	3,535
NILSON	10,010	93	0.93%	3,127	3,562
STAGGS	9,514	93	0.98%	3,128	3,724
HAGGARD	8,384	93	1.11%	3,129	4,230
SUAREZ	66,013	92	0.14%	3,130	510
VILLARREAL	61,355	92	0.15%	3,131	547
CONNOLLY	29,710	92	0.31%	3,132	1,190
BROUSSARD	26,971	92	0.34%	3,133	1,302
PRITCHARD	23,549	92	0.39%	3,134	1,523
FINN	20,852	92	0.44%	3,135	1,721
TRENT	19,630	92	0.47%	3,136	1,824
CARMICHAEL	19,628	92	0.47%	3,137	1,825
MCCLENDON	18,857	92	0.49%	3,138	1,907
MOYA	18,071	92	0.51%	3,139	2,001
MCCORMACK	17,449	92	0.53%	3,140	2,074
BARROW	16,801	92	0.55%	3,141	2,159
LONDON	16,195	92	0.57%	3,142	2,249
WORTHINGTON	14,452	92	0.64%	3,143	2,503
BURDICK	14,081	92	0.65%	3,144	2,567
GILLETTE	12,724	92	0.72%	3,145	2,831
TORO	10,650	92	0.86%	3,146	3,358
CARLE	3,410	92	2.70%	3,147	9,531
STEAD	2,808	92	3.28%	3,148	11,257
JERRY	2,679	92	3.43%	3,149	11,697
DENOYER	750	92	12.27%	3,150	30,980
SIERS	922	92	9.98%	3,151	26,471
BONNIE	876	92	10.50%	3,152	27,514
HILDRETH	7,269	92	1.27%	3,153	4,849
MASHBURN	6,688	92	1.38%	3,154	5,220
BATISTE	6,640	92	1.39%	3,155	5,253
FALL	5,060	92	1.82%	3,156	6,676
CARLILE	4,739	92	1.94%	3,157	7,061
WEEDEN	3,803	92	2.42%	3,158	8,646
EVANOFF	1,739	92	5.29%	3,159	16,519
ORSO	1,142	92	8.06%	3,160	22,516
POLTY	121	92	76.03%	3,161	138,304
TARTSAH	119	92	77.31%	3,162	140,157
BIGBEAR	111	92	82.88%	3,163	148,347
LEFTHANDBULL	108	92	85.19%	3,164	151,532
DENETSO	106	92	86.79%	3,165	153,769
NATONABAH	105	92	87.62%	3,166	154,907
WASETA	103	92	89.32%	3,167	157,234
HOPTOWIT	134	92	68.66%	3,168	127,494
CANUTO	520	92	17.69%	3,169	41,799
COLOMBE	401	92	22.94%	3,170	51,830
SOULIER	606	91	15.02%	3,171	36,838
GOODBIRD	103	91	88.35%	3,172	157,234
FIRETHUNDER	103	91	88.35%	3,173	157,234
WHITEOWL	119	91	76.47%	3,174	140,157
BAPTISTO	101	91	90.10%	3,175	159,712
HASKAN	100	91	91.00%	3,176	160,975
GOOMBI	116	91	78.45%	3,177	143,149
ACTIVE	111	91	81.98%	3,178	148,347
BIRDSHEAD	110	91	82.73%	3,179	149,395
FLYINGHORSE	107	91	85.05%	3,180	152,628
BILLSIE	107	91	85.05%	3,181	152,628
DAVIES	33,753	91	0.27%	3,182	1,030
SYKES	27,546	91	0.33%	3,183	1,276
ANAYA	24,017	91	0.38%	3,184	1,488
MCMANUS	23,909	91	0.38%	3,185	1,498
LINK	22,137	91	0.41%	3,186	1,627
STARKS	20,130	91	0.45%	3,187	1,782
CURRIE	17,234	91	0.53%	3,188	2,100
ATWOOD	17,112	91	0.53%	3,189	2,114
AARON	16,276	91	0.56%	3,190	2,241
CORNETT	15,733	91	0.58%	3,191	2,322
SHERRILL	13,631	91	0.67%	3,192	2,640
DOWD	13,590	91	0.67%	3,193	2,651
LYLE	13,192	91	0.69%	3,194	2,731
BALTAZAR	13,045	91	0.70%	3,195	2,767
BOWIE	11,786	91	0.77%	3,196	3,039
STEPP	10,571	91	0.86%	3,197	3,376
ANGLIN	10,396	91	0.88%	3,198	3,434
MCCARTER	9,849	91	0.92%	3,199	3,605
SCHINDLER	9,801	91	0.93%	3,200	3,624
MERRELL	8,809	91	1.03%	3,201	4,032
CANTY	8,047	91	1.13%	3,202	4,413
GUST	3,362	91	2.71%	3,203	9,652
MILFORD	3,140	91	2.90%	3,204	10,265
PRUE	1,826	91	4.98%	3,205	15,912
CONGER	6,737	91	1.35%	3,206	5,192
HARKER	5,485	91	1.66%	3,207	6,230
RAPER	4,825	91	1.89%	3,208	6,952
DIXSON	4,285	91	2.12%	3,209	7,748
MINTHORN	260	91	35.00%	3,210	74,375
DEERINWATER	178	91	51.12%	3,211	101,247
RABBIT	190	91	47.89%	3,212	95,955
NAVAJO	125	91	72.80%	3,213	134,712
PECOS	150	91	60.67%	3,214	116,201
THINN	130	91	70.00%	3,215	130,610
MESCAL	144	90	62.50%	3,216	120,187
MCCREA	6,320	90	1.42%	3,217	5,504
BURD	6,202	90	1.45%	3,218	5,607
CANO	37,368	90	0.24%	3,219	931
BATTLE	26,432	90	0.34%	3,220	1,332
WINKLER	21,993	90	0.41%	3,221	1,640
LANIER	20,997	90	0.43%	3,222	1,712
MCMULLEN	20,545	90	0.44%	3,223	1,742
HILLIARD	20,377	90	0.44%	3,224	1,756
METZ	20,366	90	0.44%	3,225	1,760
CAUDILL	18,822	90	0.48%	3,226	1,913
LAIRD	18,696	90	0.48%	3,227	1,929
JANSEN	16,596	90	0.54%	3,228	2,189
SAYLOR	16,010	90	0.56%	3,229	2,276
BAIL	14,957	90	0.60%	3,230	2,421
IRELAND	14,800	90	0.61%	3,231	2,445
ECHOLS	14,456	90	0.62%	3,232	2,501
STEEN	12,989	90	0.69%	3,233	2,776
KENYON	12,891	90	0.70%	3,234	2,796
KOLB	11,705	90	0.77%	3,235	3,064
MULLIN	11,103	90	0.81%	3,236	3,250
INGLE	10,497	90	0.86%	3,237	3,409
HAAG	9,957	90	0.90%	3,238	3,576
MAKI	9,190	90	0.98%	3,239	3,860
CHARLESTON	3,346	90	2.69%	3,240	9,695
PERRAULT	3,190	90	2.82%	3,241	10,095
BELVIN	2,275	90	3.96%	3,242	13,391
WASKEY	433	90	20.79%	3,243	48,717
SKINAWAY	103	90	87.38%	3,244	157,234
PEWO	118	90	76.27%	3,245	141,140
MUSTACHE	116	90	77.59%	3,246	143,149
AMI	206	90	43.69%	3,247	89,753
GRITTS	176	89	50.57%	3,248	102,197
SCHURZ	316	89	28.16%	3,249	63,218
TOMMIE	297	89	29.97%	3,250	66,553
BREAD	141	89	63.12%	3,251	122,314
TSOODLE	124	89	71.77%	3,252	135,593
BEESON	6,952	89	1.28%	3,253	5,047
STANDRIDGE	5,078	89	1.75%	3,254	6,658
HUNNICUTT	4,690	89	1.90%	3,255	7,130
LAFAVE	3,849	89	2.31%	3,256	8,558
PURSER	3,545	89	2.51%	3,257	9,199
MCCAIN	19,032	89	0.47%	3,258	1,888
EASON	17,714	89	0.50%	3,259	2,031
VERNON	17,480	89	0.51%	3,260	2,070
REAGAN	16,491	89	0.54%	3,261	2,207
GUILLORY	15,161	89	0.59%	3,262	2,391
PRIEST	14,915	89	0.60%	3,263	2,430
DAIGLE	14,084	89	0.63%	3,264	2,566
OLDHAM	12,928	89	0.69%	3,265	2,792
ALLAN	11,867	89	0.75%	3,266	3,022
SHANKS	11,822	89	0.75%	3,267	3,031
BRANSON	11,587	89	0.77%	3,268	3,106
BURDETTE	11,284	89	0.79%	3,269	3,200
LIBBY	10,631	89	0.84%	3,270	3,360
SNEAD	10,500	89	0.85%	3,271	3,407
MENDENHALL	10,213	89	0.87%	3,272	3,499
LUTTRELL	9,632	89	0.92%	3,273	3,687
SOUTHERLAND	8,336	89	1.07%	3,274	4,252
BARELA	7,739	89	1.15%	3,275	4,586
TUNNEY	1,574	89	5.65%	3,276	17,789
BURSHIA	104	89	85.58%	3,277	156,044
KATCHATAG	102	89	87.25%	3,278	158,432
MARRIETTA	107	89	83.18%	3,279	152,628
OLDBEAR	111	88	79.28%	3,280	148,347
DOUGI	102	88	86.27%	3,281	158,432
EDENSHAW	117	88	75.21%	3,282	142,108
SAUNSOCI	104	88	84.62%	3,283	156,044
TORTICE	102	88	86.27%	3,284	158,432
GOODBEAR	112	88	78.57%	3,285	147,253
GOKEY	1,732	88	5.08%	3,286	16,570
SWETT	3,384	88	2.60%	3,287	9,603
WILLISTON	784	88	11.22%	3,288	29,947
SPINO	1,265	88	6.96%	3,289	20,852
MAYBEE	1,062	88	8.29%	3,290	23,804
BONILLA	51,475	88	0.17%	3,291	664
CARRASCO	31,575	88	0.28%	3,292	1,110
SCHAFER	24,543	88	0.36%	3,293	1,452
BOWER	21,445	88	0.41%	3,294	1,682
KEENAN	20,353	88	0.43%	3,295	1,765
NAPIER	19,182	88	0.46%	3,296	1,872
CRUM	17,944	88	0.49%	3,297	2,010
KNUTSON	16,910	88	0.52%	3,298	2,145
BURKHART	16,526	88	0.53%	3,299	2,204
REDDING	15,767	88	0.56%	3,300	2,317
ROYAL	15,755	88	0.56%	3,301	2,319
CULP	13,081	88	0.67%	3,302	2,756
SCHOFIELD	12,790	88	0.69%	3,303	2,822
MCCURDY	12,463	88	0.71%	3,304	2,880
LANDRUM	12,026	88	0.73%	3,305	2,981
FRANCE	11,937	88	0.74%	3,306	3,005
SISSON	11,380	88	0.77%	3,307	3,177
LILES	10,317	88	0.85%	3,308	3,463
WILLSON	9,659	88	0.91%	3,309	3,679
BUFFINGTON	8,738	88	1.01%	3,310	4,063
STEPHAN	7,840	88	1.12%	3,311	4,522
FAWCETT	6,381	88	1.38%	3,312	5,454
GERVAIS	5,233	88	1.68%	3,313	6,488
TURCOTTE	5,092	88	1.73%	3,314	6,647
CATE	4,987	88	1.76%	3,315	6,763
DULL	4,818	88	1.83%	3,316	6,961
EDER	3,847	88	2.29%	3,317	8,562
TOBEY	3,756	88	2.34%	3,318	8,732
DANN	3,735	88	2.36%	3,319	8,775
WALLEN	7,436	87	1.17%	3,320	4,763
RODRIGUE	4,759	87	1.83%	3,321	7,031
REDWINE	3,569	87	2.44%	3,322	9,141
JOSHUA	3,403	87	2.56%	3,323	9,552
DELOZIER	2,938	87	2.96%	3,324	10,837
TRITT	2,128	87	4.09%	3,325	14,119
NAVA	39,670	87	0.22%	3,326	874
VILLALOBOS	37,754	87	0.23%	3,327	919
SHEA	33,329	87	0.26%	3,328	1,048
CORDERO	30,158	87	0.29%	3,329	1,164
SERNA	25,503	87	0.34%	3,330	1,390
BROWNE	22,289	87	0.39%	3,331	1,615
SCHUSTER	17,325	87	0.50%	3,332	2,088
REA	14,819	87	0.59%	3,333	2,443
MERCHANT	14,692	87	0.59%	3,334	2,455
NEWCOMB	14,292	87	0.61%	3,335	2,534
FOSS	14,094	87	0.62%	3,336	2,563
BAUGH	12,543	87	0.69%	3,337	2,873
GOSSETT	11,389	87	0.76%	3,338	3,170
MOREY	10,894	87	0.80%	3,339	3,298
MAPLES	10,603	87	0.82%	3,340	3,367
ISRAEL	10,245	87	0.85%	3,341	3,488
WEEMS	10,231	87	0.85%	3,342	3,494
NUNLEY	9,046	87	0.96%	3,343	3,936
MOUNT	8,754	87	0.99%	3,344	4,055
BAHR	7,731	87	1.13%	3,345	4,589
BLACKOWL	123	87	70.73%	3,346	136,449
GARBOW	221	87	39.37%	3,347	84,748
CHAPO	261	87	33.33%	3,348	74,141
SCRAPER	251	87	34.66%	3,349	76,533
PARISIAN	295	87	29.49%	3,350	66,931
CAPITAN	328	87	26.52%	3,351	61,297
LAFOUNTAINE	645	87	13.49%	3,352	34,967
GAMBLER	396	86	21.72%	3,353	52,383
KLAIN	365	86	23.56%	3,354	56,073
KIE	308	86	27.92%	3,355	64,559
LODRIGUE	289	86	29.76%	3,356	68,122
WANNA	233	86	36.91%	3,357	81,181
DEVERNEY	228	86	37.72%	3,358	82,613
LEAL	35,958	86	0.24%	3,359	969
WERNER	34,488	86	0.25%	3,360	1,013
WHITT	17,293	86	0.50%	3,361	2,092
STALLINGS	17,269	86	0.50%	3,362	2,093
RUSS	16,300	86	0.53%	3,363	2,237
SORENSON	15,962	86	0.54%	3,364	2,284
ROWLEY	15,588	86	0.55%	3,365	2,338
MICHAUD	14,910	86	0.58%	3,366	2,431
CREECH	14,264	86	0.60%	3,367	2,538
ESTEP	14,037	86	0.61%	3,368	2,575
BRASWELL	13,838	86	0.62%	3,369	2,605
WILES	13,105	86	0.66%	3,370	2,754
LEMONS	12,322	86	0.70%	3,371	2,910
BUNDY	12,065	86	0.71%	3,372	2,971
CECIL	11,941	86	0.72%	3,373	3,004
TURPIN	11,937	86	0.72%	3,374	3,005
PAXTON	11,754	86	0.73%	3,375	3,049
MCALISTER	11,665	86	0.74%	3,376	3,078
WATTERS	11,569	86	0.74%	3,377	3,113
REITER	10,802	86	0.80%	3,378	3,319
HANES	9,268	86	0.93%	3,379	3,824
EADS	9,056	86	0.95%	3,380	3,925
BACK	8,762	86	0.98%	3,381	4,051
POGUE	7,493	86	1.15%	3,382	4,734
BRUMLEY	7,046	86	1.22%	3,383	4,983
GIST	6,422	86	1.34%	3,384	5,419
BALLOU	5,800	86	1.48%	3,385	5,936
GWIN	4,781	86	1.80%	3,386	7,006
BRUNK	3,961	86	2.17%	3,387	8,359
VERRETT	1,774	86	4.85%	3,388	16,261
BREMNER	1,547	86	5.56%	3,389	18,036
BRISBOIS	755	86	11.39%	3,390	30,825
BIGPOND	118	86	72.88%	3,391	141,140
AUTAUBO	105	86	81.90%	3,392	154,907
STANDINGELK	102	85	83.33%	3,393	158,432
AHHAITTY	110	85	77.27%	3,394	149,395
WEASEL	240	85	35.42%	3,395	79,338
BIG	215	85	39.53%	3,396	86,645
ARROW	447	85	19.02%	3,397	47,429
STOPP	343	85	24.78%	3,398	59,017
FINKBONNER	135	85	62.96%	3,399	126,765
TECUMSEH	127	85	66.93%	3,400	133,048
PELT	2,077	85	4.09%	3,401	14,392
BOURDON	2,034	85	4.18%	3,402	14,631
TILDEN	1,838	85	4.62%	3,403	15,833
SMOKER	1,778	85	4.78%	3,404	16,238
MERCADO	60,761	85	0.14%	3,405	555
YODER	56,410	85	0.15%	3,406	598
MEDRANO	40,261	85	0.21%	3,407	858
VOGEL	30,470	85	0.28%	3,408	1,153
WOLFF	21,815	85	0.39%	3,409	1,650
HATHAWAY	18,401	85	0.46%	3,410	1,966
PELLETIER	17,808	85	0.48%	3,411	2,026
KNOTT	14,622	85	0.58%	3,412	2,466
MAYBERRY	14,326	85	0.59%	3,413	2,527
BAUGHMAN	14,230	85	0.60%	3,414	2,543
JOY	13,413	85	0.63%	3,415	2,684
EASTER	13,036	85	0.65%	3,416	2,769
CHRISTIANSON	11,951	85	0.71%	3,417	3,001
MORRELL	11,700	85	0.73%	3,418	3,065
FORSYTHE	11,489	85	0.74%	3,419	3,147
HOUGHTON	11,184	85	0.76%	3,420	3,228
SAMSON	11,123	85	0.76%	3,421	3,246
LANEY	10,796	85	0.79%	3,422	3,323
CROOKS	10,244	85	0.83%	3,423	3,489
MURRY	10,140	85	0.84%	3,424	3,518
TRUITT	9,557	85	0.89%	3,425	3,712
LEA	9,180	85	0.93%	3,426	3,863
SAMMONS	8,161	85	1.04%	3,427	4,352
BURROW	7,539	85	1.13%	3,428	4,707
HUBBELL	5,977	85	1.42%	3,429	5,790
EADES	4,870	85	1.75%	3,430	6,903
HOLMBERG	4,832	85	1.76%	3,431	6,937
HILBURN	4,390	85	1.94%	3,432	7,568
RONDEAU	3,894	85	2.18%	3,433	8,475
JUSTIN	3,109	85	2.73%	3,434	10,369
VANZILE	1,035	85	8.21%	3,435	24,237
MOUSSEAU	1,350	85	6.30%	3,436	19,896
MAIZE	1,292	85	6.58%	3,437	20,529
RENTERIA	27,976	84	0.30%	3,438	1,256
MADRIGAL	27,033	84	0.31%	3,439	1,299
BLOOM	24,081	84	0.35%	3,440	1,483
BUTTS	23,227	84	0.36%	3,441	1,548
FONTENOT	20,035	84	0.42%	3,442	1,792
GASTON	19,502	84	0.43%	3,443	1,837
KYLE	18,721	84	0.45%	3,444	1,924
PEOPLES	18,672	84	0.45%	3,445	1,935
MONDRAGON	18,620	84	0.45%	3,446	1,941
PUTNAM	18,340	84	0.46%	3,447	1,971
WHITTAKER	17,234	84	0.49%	3,448	2,100
RING	16,381	84	0.51%	3,449	2,226
BRENNER	16,114	84	0.52%	3,450	2,255
JOLLY	15,827	84	0.53%	3,451	2,306
KELLOGG	15,317	84	0.55%	3,452	2,378
STRANGE	14,948	84	0.56%	3,453	2,425
HIGH	13,961	84	0.60%	3,454	2,585
HEATON	13,834	84	0.61%	3,455	2,606
RICKETTS	12,862	84	0.65%	3,456	2,801
CRAWLEY	12,523	84	0.67%	3,457	2,874
ROBERT	12,181	84	0.69%	3,458	2,944
JUDGE	10,453	84	0.80%	3,459	3,414
HIGDON	9,753	84	0.86%	3,460	3,642
MATHIAS	8,851	84	0.95%	3,461	4,014
MOSIER	8,522	84	0.99%	3,462	4,157
CASTEEL	8,472	84	0.99%	3,463	4,180
GUESS	7,871	84	1.07%	3,464	4,507
MATHESON	7,585	84	1.11%	3,465	4,678
CASS	7,581	84	1.11%	3,466	4,679
LOVING	7,135	84	1.18%	3,467	4,933
MCGEHEE	5,749	84	1.46%	3,468	5,984
FRECHETTE	3,468	84	2.42%	3,469	9,381
WHISENHUNT	3,301	84	2.54%	3,470	9,808
BIGHORN	108	84	77.78%	3,471	151,532
HUGS	107	84	78.50%	3,472	152,628
DEMOSKI	113	84	74.34%	3,473	146,201
JUMPINGEAGLE	101	84	83.17%	3,474	159,712
SLIVERS	122	84	68.85%	3,475	137,327
VIELLE	152	84	55.26%	3,476	115,034
DUSHKIN	151	84	55.63%	3,477	115,639
BUSTER	3,211	83	2.58%	3,478	10,030
COLUMBUS	2,035	83	4.08%	3,479	14,624
THORNBURG	7,309	83	1.14%	3,480	4,827
STURDIVANT	7,223	83	1.15%	3,481	4,876
BLODGETT	7,157	83	1.16%	3,482	4,913
