Last_Name/Surname	Total1	Black2	Percentage3	Rank4	U.S. Rank5
BAGBY	5,542	1,385	24.99%	2,687	6,174
LOCKRIDGE	3,765	1,385	36.79%	2,688	8,714
WINDOM	2,528	1,385	54.79%	2,689	12,296
CASTLE	20,534	1,384	6.74%	2,690	1,744
ZACHERY	1,917	1,382	72.09%	2,691	15,309
CONERLY	2,418	1,381	57.11%	2,692	12,760
SLATON	5,577	1,381	24.76%	2,693	6,143
SPRINGFIELD	3,586	1,381	38.51%	2,694	9,112
STOREY	13,669	1,381	10.10%	2,695	2,635
DOCTOR	3,465	1,380	39.83%	2,696	9,384
SHORTS	2,514	1,378	54.81%	2,697	12,370
WHEAT	10,979	1,378	12.55%	2,698	3,290
BOHANNON	9,663	1,377	14.25%	2,699	3,677
TESFAYE	1,427	1,377	96.50%	2,700	19,075
SHERIFF	4,657	1,377	29.57%	2,701	7,180
MUSA	3,736	1,377	36.86%	2,702	8,773
TURPIN	11,937	1,376	11.53%	2,703	3,005
GODBOLT	1,735	1,376	79.31%	2,704	16,544
OKEKE	1,444	1,376	95.29%	2,705	18,910
TOLER	9,427	1,375	14.59%	2,706	3,757
BELLARD	2,966	1,375	46.36%	2,707	10,756
KAMAU	1,552	1,374	88.53%	2,708	17,992
GEIGER	22,039	1,373	6.23%	2,709	1,634
SOUTHERLAND	8,336	1,372	16.46%	2,710	4,252
RUBIN	23,165	1,371	5.92%	2,711	1,553
INNOCENT	1,618	1,371	84.73%	2,712	17,432
FALL	5,060	1,371	27.09%	2,713	6,676
CULBREATH	2,340	1,371	58.59%	2,714	13,101
ASARE	1,443	1,370	94.94%	2,715	18,918
BURRUS	4,094	1,370	33.46%	2,716	8,101
HIBBLER	1,913	1,369	71.56%	2,717	15,328
GILMER	6,697	1,367	20.41%	2,718	5,213
WESSON	5,217	1,366	26.18%	2,719	6,505
KENNER	5,045	1,366	27.08%	2,720	6,694
MOOREHEAD	4,791	1,366	28.51%	2,721	6,995
HAMER	6,783	1,365	20.12%	2,722	5,158
FUDGE	4,407	1,364	30.95%	2,723	7,545
MERRILL	32,620	1,364	4.18%	2,724	1,073
SUMTER	1,782	1,362	76.43%	2,725	16,203
ENGRAM	1,896	1,361	71.78%	2,726	15,449
PHILPOT	5,558	1,361	24.49%	2,727	6,160
DARLING	18,879	1,359	7.20%	2,728	1,904
WHEATLEY	12,520	1,358	10.85%	2,729	2,875
GOLSTON	1,653	1,358	82.15%	2,730	17,142
STEPNEY	1,549	1,357	87.60%	2,731	18,018
MCALISTER	11,665	1,357	11.63%	2,732	3,078
ROMAN	72,918	1,356	1.86%	2,733	452
SWINSON	3,784	1,356	35.84%	2,734	8,681
TROUPE	2,999	1,356	45.22%	2,735	10,668
DEMERY	2,516	1,354	53.82%	2,736	12,357
BOLDS	1,957	1,353	69.14%	2,737	15,074
HEADEN	2,066	1,352	65.44%	2,738	14,458
BETHUNE	3,447	1,352	39.22%	2,739	9,437
ABDALLA	3,202	1,352	42.22%	2,740	10,068
BARTHELEMY	2,291	1,352	59.01%	2,741	13,316
SAINTIL	1,430	1,352	94.55%	2,742	19,041
COMEAUX	7,066	1,351	19.12%	2,743	4,972
BROOM	5,236	1,351	25.80%	2,744	6,484
RAMSAY	8,120	1,351	16.64%	2,745	4,380
CRUMPTON	4,985	1,350	27.08%	2,746	6,765
BECKLES	1,658	1,350	81.42%	2,747	17,111
COUNTS	9,713	1,349	13.89%	2,748	3,664
FENNER	7,678	1,349	17.57%	2,749	4,619
WILLIFORD	8,352	1,348	16.14%	2,750	4,248
AHMAD	16,291	1,347	8.27%	2,751	2,238
RORIE	2,682	1,346	50.19%	2,752	11,685
SIDNEY	2,233	1,346	60.28%	2,753	13,578
AVENT	2,470	1,345	54.45%	2,754	12,541
SEATON	9,423	1,345	14.27%	2,755	3,759
HOWE	42,265	1,344	3.18%	2,756	820
WEIR	18,881	1,344	7.12%	2,757	1,903
WYLIE	11,975	1,344	11.22%	2,758	2,993
BELK	6,886	1,344	19.52%	2,759	5,085
BIRDSONG	5,498	1,344	24.45%	2,760	6,220
ULYSSE	1,442	1,344	93.20%	2,761	18,928
SHEARS	3,831	1,343	35.06%	2,762	8,596
MASSIE	10,920	1,342	12.29%	2,763	3,296
MATHURIN	1,597	1,341	83.97%	2,764	17,596
HACKNEY	9,507	1,340	14.09%	2,765	3,727
BILLS	10,051	1,339	13.32%	2,766	3,552
DIAL	10,997	1,338	12.17%	2,767	3,287
MAYWEATHER	1,445	1,338	92.60%	2,768	18,899
VIRGIL	2,746	1,337	48.69%	2,769	11,466
CHAPLIN	6,513	1,336	20.51%	2,770	5,344
SHUMPERT	2,408	1,335	55.44%	2,771	12,807
FORDHAM	4,838	1,334	27.57%	2,772	6,930
STOWERS	6,657	1,333	20.02%	2,773	5,239
SEALEY	3,665	1,333	36.37%	2,774	8,934
MANSFIELD	18,725	1,333	7.12%	2,775	1,923
MENDES	10,162	1,333	13.12%	2,776	3,514
BIRCH	12,161	1,332	10.95%	2,777	2,954
VITAL	5,004	1,332	26.62%	2,778	6,739
BALTIMORE	2,165	1,332	61.52%	2,779	13,944
METOYER	2,276	1,329	58.39%	2,780	13,383
DUCKSWORTH	1,488	1,327	89.18%	2,781	18,540
STUKES	1,674	1,326	79.21%	2,782	16,975
DASH	3,828	1,326	34.64%	2,783	8,599
GROCE	5,351	1,324	24.74%	2,784	6,362
HEARNS	1,923	1,323	68.80%	2,785	15,272
GODDARD	15,599	1,323	8.48%	2,786	2,335
HARBIN	8,587	1,323	15.41%	2,787	4,130
COBURN	13,741	1,322	9.62%	2,788	2,625
DEMPS	1,581	1,321	83.55%	2,789	17,726
LILES	10,317	1,320	12.79%	2,790	3,463
NWOSU	1,366	1,319	96.56%	2,791	19,716
KINDRED	4,763	1,317	27.65%	2,792	7,026
PIRTLE	5,315	1,316	24.76%	2,793	6,400
WYNNE	9,637	1,315	13.65%	2,794	3,686
HORACE	1,750	1,314	75.09%	2,795	16,437
BRUNER	15,898	1,312	8.25%	2,796	2,292
RODDY	7,127	1,311	18.39%	2,797	4,939
TOOMBS	4,806	1,310	27.26%	2,798	6,977
MCCOMBS	9,134	1,310	14.34%	2,799	3,882
CONAWAY	8,264	1,310	15.85%	2,800	4,300
MAZYCK	1,514	1,309	86.46%	2,801	18,311
JEANJACQUES	1,392	1,309	94.04%	2,802	19,416
MINES	3,193	1,309	41.00%	2,803	10,092
CLAYBORNE	1,905	1,308	68.66%	2,804	15,391
HAND	22,006	1,307	5.94%	2,805	1,639
LOCKWOOD	19,865	1,307	6.58%	2,806	1,806
TYNER	6,819	1,307	19.17%	2,807	5,131
ELSTON	5,803	1,306	22.51%	2,808	5,934
SYLLA	1,530	1,306	85.36%	2,809	18,184
HYATT	19,280	1,305	6.77%	2,810	1,863
DARNELL	17,915	1,302	7.27%	2,811	2,016
TAVARES	12,766	1,302	10.20%	2,812	2,825
KITCHENS	10,647	1,302	12.23%	2,813	3,359
WINDER	5,527	1,302	23.56%	2,814	6,192
EATMON	2,355	1,302	55.29%	2,815	13,037
RYANS	2,027	1,301	64.18%	2,816	14,669
GAYE	1,616	1,301	80.51%	2,817	17,447
SELF	23,595	1,300	5.51%	2,818	1,520
CUTLER	15,621	1,300	8.32%	2,819	2,331
MCELVEEN	3,740	1,299	34.73%	2,820	8,768
COLTER	3,705	1,299	35.06%	2,821	8,843
GUINN	12,577	1,298	10.32%	2,822	2,868
EILAND	3,250	1,298	39.94%	2,823	9,929
NICKSON	2,285	1,298	56.81%	2,824	13,344
HILSON	2,723	1,297	47.63%	2,825	11,543
MCDOUGAL	7,139	1,297	18.17%	2,826	4,930
OJO	1,378	1,297	94.12%	2,827	19,581
BRADDY	3,650	1,296	35.51%	2,828	8,967
STANBACK	1,647	1,296	78.69%	2,829	17,193
CHEW	8,905	1,295	14.54%	2,830	3,988
HAWES	9,908	1,294	13.06%	2,831	3,590
SPRAGGINS	2,521	1,294	51.33%	2,832	12,333
KOSS	8,544	1,293	15.13%	2,833	4,147
FORMAN	11,894	1,292	10.86%	2,834	3,015
LEDET	4,725	1,292	27.34%	2,835	7,086
WIMBLEY	1,562	1,292	82.71%	2,836	17,896
THRASHER	12,836	1,291	10.06%	2,837	2,807
PITRE	6,637	1,291	19.45%	2,838	5,257
BOULDIN	3,744	1,290	34.46%	2,839	8,761
COWANS	1,829	1,290	70.53%	2,840	15,898
BRADEN	13,603	1,290	9.48%	2,841	2,648
MIKE	3,930	1,289	32.80%	2,842	8,408
ROSCOE	5,152	1,288	25.00%	2,843	6,571
CROUCH	23,923	1,287	5.38%	2,844	1,497
HAY	18,029	1,287	7.14%	2,845	2,005
FRIEND	17,635	1,287	7.30%	2,846	2,041
STEGALL	7,439	1,286	17.29%	2,847	4,761
HARGRAVE	7,037	1,286	18.27%	2,848	4,989
BLAKEY	3,796	1,285	33.85%	2,849	8,655
WILHITE	8,325	1,285	15.44%	2,850	4,261
TRAHAN	14,114	1,284	9.10%	2,851	2,560
HOYLE	9,192	1,284	13.97%	2,852	3,857
BATCHELOR	9,417	1,283	13.62%	2,853	3,762
OSBY	1,573	1,283	81.56%	2,854	17,798
CARTY	6,332	1,282	20.25%	2,855	5,497
ABNER	5,577	1,282	22.99%	2,856	6,143
ANDRUS	10,197	1,282	12.57%	2,857	3,505
PLAYER	3,617	1,281	35.42%	2,858	9,033
MAIDEN	3,905	1,280	32.78%	2,859	8,456
BLANC	3,352	1,280	38.19%	2,860	9,684
MCCURDY	12,463	1,279	10.26%	2,861	2,880
CONRAD	40,707	1,278	3.14%	2,862	848
BARBOSA	18,106	1,278	7.06%	2,863	1,992
NEVILLE	11,739	1,278	10.89%	2,864	3,053
CLAXTON	5,786	1,278	22.09%	2,865	5,949
DEW	6,252	1,277	20.43%	2,866	5,561
LEGRAND	5,413	1,277	23.59%	2,867	6,306
MCADOO	3,580	1,277	35.67%	2,868	9,122
LOVELL	21,171	1,277	6.03%	2,869	1,700
RILES	2,328	1,276	54.81%	2,870	13,148
REGIS	3,076	1,275	41.45%	2,871	10,453
LANEY	10,796	1,275	11.81%	2,872	3,323
COLON	67,338	1,273	1.89%	2,873	497
BERKLEY	4,750	1,273	26.80%	2,874	7,050
EBRON	1,502	1,273	84.75%	2,875	18,431
POUGH	1,483	1,273	85.84%	2,876	18,584
DICKINSON	26,607	1,272	4.78%	2,877	1,324
KINCHEN	2,916	1,272	43.62%	2,878	10,914
WILMORE	2,397	1,272	53.07%	2,879	12,842
MUNROE	6,226	1,271	20.41%	2,880	5,583
WISEMAN	19,439	1,271	6.54%	2,881	1,845
HUNDLEY	8,532	1,271	14.90%	2,882	4,152
EBANKS	2,359	1,270	53.84%	2,883	13,010
HINKLE	22,983	1,269	5.52%	2,884	1,565
SYLVAIN	2,143	1,268	59.17%	2,885	14,050
REVELS	4,683	1,268	27.08%	2,886	7,141
RUNNELS	5,055	1,267	25.06%	2,887	6,680
PEAK	8,713	1,267	14.54%	2,888	4,076
SIMMONDS	4,379	1,266	28.91%	2,889	7,591
STRIBLING	3,267	1,266	38.75%	2,890	9,895
OBRYANT	4,001	1,264	31.59%	2,891	8,283
LOONEY	12,910	1,263	9.78%	2,892	2,795
PINA	25,293	1,262	4.99%	2,893	1,403
CATES	18,190	1,262	6.94%	2,894	1,984
PINSON	7,362	1,262	17.14%	2,895	4,800
MENDEZ	161,717	1,261	0.78%	2,896	162
OKORO	1,317	1,261	95.75%	2,897	20,227
MCMANUS	23,909	1,260	5.27%	2,898	1,498
MUNDY	9,439	1,260	13.35%	2,899	3,752
CONSTANT	4,173	1,260	30.19%	2,900	7,929
BOWE	6,628	1,259	19.00%	2,901	5,264
WATTERS	11,569	1,259	10.88%	2,902	3,113
WARSAME	1,293	1,259	97.37%	2,903	20,512
BASTIEN	3,136	1,259	40.15%	2,904	10,280
GAYDEN	1,562	1,258	80.54%	2,905	17,896
EXUM	2,852	1,257	44.07%	2,906	11,118
PEETE	2,029	1,256	61.90%	2,907	14,662
CHAPPLE	3,604	1,256	34.85%	2,908	9,068
NUNNALLY	4,058	1,255	30.93%	2,909	8,168
HOLSEY	1,909	1,255	65.74%	2,910	15,363
MIRANDA	93,628	1,255	1.34%	2,911	330
LORD	23,405	1,255	5.36%	2,912	1,535
KENDRICKS	1,704	1,254	73.59%	2,913	16,765
COLQUITT	2,465	1,254	50.87%	2,914	12,560
WAINWRIGHT	7,114	1,254	17.63%	2,915	4,948
HAGGINS	1,662	1,251	75.27%	2,916	17,080
BOWLING	26,762	1,250	4.67%	2,917	1,311
ENOCH	3,394	1,250	36.83%	2,918	9,578
DUGGER	9,164	1,248	13.62%	2,919	3,869
BOBB	3,552	1,246	35.08%	2,920	9,184
ODUM	4,381	1,245	28.42%	2,921	7,585
MCKIE	2,886	1,245	43.14%	2,922	11,021
SIMIEN	1,495	1,245	83.28%	2,923	18,486
GOGGINS	2,897	1,244	42.94%	2,924	10,979
CARRAWAY	4,103	1,244	30.32%	2,925	8,080
FIELDER	6,917	1,243	17.97%	2,926	5,068
NESBIT	4,765	1,243	26.09%	2,927	7,021
DENNY	17,503	1,243	7.10%	2,928	2,062
COSEY	1,676	1,243	74.16%	2,929	16,958
JANVIER	1,482	1,243	83.87%	2,930	18,596
HUSTON	16,435	1,242	7.56%	2,931	2,218
DRUMMER	2,143	1,242	57.96%	2,932	14,050
LEVI	7,500	1,242	16.56%	2,933	4,731
KIDANE	1,304	1,242	95.25%	2,934	20,382
GOLSON	2,513	1,241	49.38%	2,935	12,378
WINGO	5,913	1,241	20.99%	2,936	5,845
ROEBUCK	5,100	1,241	24.33%	2,937	6,638
TROY	8,109	1,240	15.29%	2,938	4,383
GUICE	2,990	1,240	41.47%	2,939	10,689
FRYER	7,524	1,239	16.47%	2,940	4,714
CULLINS	3,506	1,239	35.34%	2,941	9,283
RICHIE	6,812	1,238	18.17%	2,942	5,138
COBBINS	1,387	1,238	89.26%	2,943	19,480
BANDY	8,582	1,238	14.43%	2,944	4,133
EASTON	10,276	1,237	12.04%	2,945	3,477
CRUSE	8,614	1,236	14.35%	2,946	4,121
MCLAIN	17,152	1,235	7.20%	2,947	2,109
MCWHORTER	9,312	1,235	13.26%	2,948	3,801
SAFFOLD	1,765	1,235	69.97%	2,949	16,327
JOUBERT	3,428	1,235	36.03%	2,950	9,488
LONGMIRE	3,299	1,235	37.44%	2,951	9,813
PETITFRERE	1,298	1,235	95.15%	2,952	20,458
HARTWELL	7,032	1,234	17.55%	2,953	5,000
FREDRICK	6,865	1,233	17.96%	2,954	5,097
SHADE	7,148	1,232	17.24%	2,955	4,919
LAWAL	1,292	1,232	95.36%	2,956	20,529
CRANFORD	8,883	1,232	13.87%	2,957	3,999
BAGGETT	12,717	1,231	9.68%	2,958	2,833
RAND	10,397	1,231	11.84%	2,959	3,433
LISTER	8,350	1,231	14.74%	2,960	4,250
ADAN	3,564	1,231	34.54%	2,961	9,155
LACOUR	3,822	1,230	32.18%	2,962	8,608
RABB	2,899	1,230	42.43%	2,963	10,974
TELLIS	1,789	1,227	68.59%	2,964	16,161
BEASON	5,414	1,227	22.66%	2,965	6,305
CHILDERS	30,570	1,226	4.01%	2,966	1,150
SUMNER	18,838	1,226	6.51%	2,967	1,909
MUNSON	17,745	1,226	6.91%	2,968	2,030
LIPSEY	3,111	1,225	39.38%	2,969	10,358
EPPERSON	12,884	1,224	9.50%	2,970	2,798
SHOWERS	5,171	1,224	23.67%	2,971	6,551
SONNIER	6,068	1,223	20.15%	2,972	5,715
PEREIRA	29,898	1,223	4.09%	2,973	1,175
FULLWOOD	2,018	1,222	60.56%	2,974	14,724
MEKONNEN	1,256	1,221	97.21%	2,975	20,961
HADNOT	1,443	1,220	84.55%	2,976	18,918
SOUTHALL	3,231	1,219	37.73%	2,977	9,983
YOHANNES	1,297	1,216	93.75%	2,978	20,468
DESTA	1,291	1,216	94.19%	2,979	20,541
UTLEY	7,385	1,216	16.47%	2,980	4,788
TABOR	15,445	1,216	7.87%	2,981	2,360
ULMER	8,165	1,216	14.89%	2,982	4,348
CASTRO	184,134	1,215	0.66%	2,983	138
KASSA	1,669	1,215	72.80%	2,984	17,026
BLAISE	2,407	1,215	50.48%	2,985	12,812
DESOUZA	6,639	1,215	18.30%	2,986	5,255
HUNTE	1,628	1,214	74.57%	2,987	17,356
WATLEY	2,361	1,214	51.42%	2,988	13,002
MINER	21,439	1,213	5.66%	2,989	1,683
ROCHESTER	4,024	1,211	30.09%	2,990	8,238
RASHEED	2,822	1,210	42.88%	2,991	11,200
MCNEELY	11,350	1,209	10.65%	2,992	3,183
MCMURRAY	9,824	1,208	12.30%	2,993	3,613
DRAIN	3,859	1,208	31.30%	2,994	8,527
DICKS	4,228	1,207	28.55%	2,995	7,831
KENNARD	5,592	1,206	21.57%	2,996	6,126
CAMPER	3,476	1,206	34.70%	2,997	9,357
AKERS	25,290	1,206	4.77%	2,998	1,405
DILL	18,215	1,206	6.62%	2,999	1,980
TYNES	2,904	1,206	41.53%	3,000	10,956
CARMON	2,779	1,206	43.40%	3,001	11,354
GUEYE	1,274	1,205	94.58%	3,002	20,750
MEBANE	1,833	1,204	65.68%	3,003	15,871
BIGGERS	4,792	1,203	25.10%	3,004	6,993
FELLS	1,956	1,201	61.40%	3,005	15,080
WALDRON	17,501	1,201	6.86%	3,006	2,063
HARDMAN	9,430	1,200	12.73%	3,007	3,755
SALOMON	6,745	1,200	17.79%	3,008	5,182
COAKLEY	6,127	1,199	19.57%	3,009	5,666
GAILLARD	2,566	1,199	46.73%	3,010	12,140
BALOGUN	1,241	1,199	96.62%	3,011	21,157
PURDIE	2,117	1,198	56.59%	3,012	14,184
BEAUFORD	1,731	1,198	69.21%	3,013	16,575
PHOENIX	3,326	1,198	36.02%	3,014	9,745
YEARWOOD	3,085	1,197	38.80%	3,015	10,429
HEPBURN	3,479	1,197	34.41%	3,016	9,350
JULIAN	15,520	1,197	7.71%	3,017	2,349
LYTLE	12,970	1,195	9.21%	3,018	2,781
BRAITHWAITE	3,898	1,195	30.66%	3,019	8,470
OBI	1,403	1,195	85.17%	3,020	19,296
JANUARY	2,538	1,194	47.04%	3,021	12,255
ADDO	1,285	1,193	92.84%	3,022	20,617
PACKER	9,048	1,192	13.17%	3,023	3,933
ADJEI	1,238	1,191	96.20%	3,024	21,204
MCELRATH	3,120	1,191	38.17%	3,025	10,326
PASCAL	3,124	1,190	38.09%	3,026	10,314
TILGHMAN	2,810	1,190	42.35%	3,027	11,250
FRY	38,029	1,190	3.13%	3,028	909
DONES	4,813	1,189	24.70%	3,029	6,971
NATHANIEL	1,859	1,189	63.96%	3,030	15,692
LEGER	10,221	1,188	11.62%	3,031	3,497
BRIM	3,717	1,188	31.96%	3,032	8,808
TABRON	1,452	1,186	81.68%	3,033	18,841
FOBBS	1,317	1,186	90.05%	3,034	20,227
STFLEUR	1,243	1,186	95.41%	3,035	21,119
OPOKU	1,228	1,185	96.50%	3,036	21,330
ELIAS	24,696	1,185	4.80%	3,037	1,443
STCLAIR	14,590	1,185	8.12%	3,038	2,469
BURR	15,703	1,184	7.54%	3,039	2,323
LATSON	1,704	1,183	69.42%	3,040	16,765
PIPKIN	5,604	1,183	21.11%	3,041	6,119
MOORMAN	7,399	1,182	15.98%	3,042	4,780
BAYNES	3,215	1,181	36.73%	3,043	10,023
WALSTON	5,721	1,180	20.63%	3,044	6,011
JUDKINS	5,442	1,179	21.66%	3,045	6,278
IVERSON	15,539	1,179	7.59%	3,046	2,346
BRACKETT	11,027	1,179	10.69%	3,047	3,278
KEEL	8,682	1,179	13.58%	3,048	4,090
CAVE	8,389	1,178	14.04%	3,049	4,228
COPPER	3,211	1,178	36.69%	3,050	10,030
TIMS	3,561	1,177	33.05%	3,051	9,165
COOMBS	9,780	1,175	12.01%	3,052	3,631
FULTZ	11,342	1,173	10.34%	3,053	3,187
PILGRIM	6,275	1,173	18.69%	3,054	5,535
MCREYNOLDS	7,373	1,172	15.90%	3,055	4,795
ALMOND	7,188	1,172	16.30%	3,056	4,902
WARDLAW	3,337	1,172	35.12%	3,057	9,720
SPARKMAN	7,607	1,171	15.39%	3,058	4,661
PAULK	5,511	1,171	21.25%	3,059	6,206
KITTRELL	4,140	1,171	28.29%	3,060	7,987
SPEAKS	3,565	1,171	32.85%	3,061	9,150
DANNER	10,786	1,170	10.85%	3,062	3,328
POSTON	10,396	1,170	11.25%	3,063	3,434
GAYNOR	6,318	1,169	18.50%	3,064	5,505
WESTBROOKS	2,326	1,169	50.26%	3,065	13,155
LEAKS	1,278	1,169	91.47%	3,066	20,697
STRACHAN	4,266	1,168	27.38%	3,067	7,781
CLINKSCALES	2,035	1,168	57.40%	3,068	14,624
JUNIOR	2,146	1,168	54.43%	3,069	14,038
HAWK	16,884	1,167	6.91%	3,070	2,149
WALSH	105,079	1,166	1.11%	3,071	295
CHAVERS	3,230	1,163	36.01%	3,072	9,987
BERRYMAN	7,517	1,163	15.47%	3,073	4,717
VEASLEY	1,290	1,163	90.16%	3,074	20,553
EDMONSON	4,631	1,161	25.07%	3,075	7,207
GRUNDY	3,759	1,161	30.89%	3,076	8,724
DUVALL	19,844	1,161	5.85%	3,077	1,811
BARROS	7,134	1,160	16.26%	3,078	4,934
PASS	4,583	1,159	25.29%	3,079	7,272
HOLIFIELD	4,104	1,159	28.24%	3,080	8,076
GONCALVES	8,000	1,159	14.49%	3,081	4,437
MOUZON	1,465	1,159	79.11%	3,082	18,734
WINT	1,896	1,158	61.08%	3,083	15,449
NEWBERRY	13,482	1,158	8.59%	3,084	2,675
SELLARS	6,232	1,157	18.57%	3,085	5,576
STEVERSON	2,636	1,157	43.89%	3,086	11,877
SWABY	1,509	1,156	76.61%	3,087	18,354
LUCIEN	1,563	1,155	73.90%	3,088	17,888
BOOZER	4,208	1,154	27.42%	3,089	7,866
CAVER	1,975	1,153	58.38%	3,090	14,970
LAYTON	19,504	1,151	5.90%	3,091	1,836
OLDHAM	12,928	1,151	8.90%	3,092	2,792
TRIGGS	2,687	1,151	42.84%	3,093	11,669
FONTAINE	11,901	1,150	9.66%	3,094	3,012
BESTER	1,947	1,149	59.01%	3,095	15,147
STOCKTON	13,306	1,147	8.62%	3,096	2,709
BYARS	6,683	1,147	17.16%	3,097	5,223
LOFTIN	6,739	1,146	17.01%	3,098	5,191
BAIRD	34,721	1,146	3.30%	3,099	1,010
DOWLING	16,238	1,145	7.05%	3,100	2,245
FACEY	1,753	1,145	65.32%	3,101	16,415
STANDIFER	3,438	1,144	33.28%	3,102	9,464
GRISBY	1,377	1,143	83.01%	3,103	19,590
SELDON	1,667	1,143	68.57%	3,104	17,040
GLASPIE	1,910	1,142	59.79%	3,105	15,355
WHITTEN	14,054	1,141	8.12%	3,106	2,571
LEDAY	1,363	1,141	83.71%	3,107	19,755
COAXUM	1,228	1,141	92.92%	3,108	21,330
DOBY	2,542	1,140	44.85%	3,109	12,238
PEARSALL	4,888	1,140	23.32%	3,110	6,877
THRASH	4,701	1,140	24.25%	3,111	7,117
COZART	4,381	1,140	26.02%	3,112	7,585
EDDINGS	4,109	1,140	27.74%	3,113	8,065
HALLMAN	9,938	1,140	11.47%	3,114	3,582
EVERSON	7,694	1,140	14.82%	3,115	4,611
CHAMPAGNE	12,023	1,139	9.47%	3,116	2,982
PETIT	6,090	1,139	18.70%	3,117	5,692
RAWLINS	6,566	1,138	17.33%	3,118	5,305
NEDD	1,330	1,137	85.49%	3,119	20,088
CROMER	7,952	1,136	14.29%	3,120	4,465
HEDGEPETH	3,327	1,135	34.11%	3,121	9,741
EALEY	2,229	1,135	50.92%	3,122	13,597
EXANTUS	1,186	1,135	95.70%	3,123	21,895
LUSK	12,847	1,134	8.83%	3,124	2,803
LANKFORD	11,834	1,134	9.58%	3,125	3,028
CHINN	6,211	1,134	18.26%	3,126	5,601
CHARITY	1,619	1,133	69.98%	3,127	17,428
GORMAN	31,788	1,132	3.56%	3,128	1,100
BELLO	16,915	1,132	6.69%	3,129	2,143
WOODFORK	1,304	1,132	86.81%	3,130	20,382
MEDINA	188,497	1,131	0.60%	3,131	133
POTEAT	3,465	1,130	32.61%	3,132	9,384
CHARLOT	1,334	1,129	84.63%	3,133	20,047
HUTCHISON	24,820	1,129	4.55%	3,134	1,436
CASTLEBERRY	8,210	1,129	13.75%	3,135	4,326
STARNES	14,442	1,128	7.81%	3,136	2,507
JOY	13,413	1,128	8.41%	3,137	2,684
DAYS	1,678	1,128	67.22%	3,138	16,944
BARTEE	3,099	1,127	36.37%	3,139	10,396
LESANE	1,210	1,127	93.14%	3,140	21,568
PROPHETE	1,219	1,126	92.37%	3,141	21,439
SWANIGAN	1,499	1,126	75.12%	3,142	18,457
GRANDERSON	1,455	1,126	77.39%	3,143	18,819
CALVERT	17,619	1,126	6.39%	3,144	2,043
BELT	8,737	1,126	12.89%	3,145	4,065
NAPOLEON	2,624	1,126	42.91%	3,146	11,928
FINKLEA	1,948	1,125	57.75%	3,147	15,140
YOUMANS	5,092	1,125	22.09%	3,148	6,647
PEGRAM	4,185	1,125	26.88%	3,149	7,907
JAMESON	13,255	1,125	8.49%	3,150	2,715
RAHMAN	18,097	1,124	6.21%	3,151	1,994
APPLING	2,781	1,124	40.42%	3,152	11,343
LUCKY	2,578	1,124	43.60%	3,153	12,089
SESSIONS	7,593	1,123	14.79%	3,154	4,671
BUNTON	4,191	1,123	26.80%	3,155	7,899
CROFT	13,047	1,122	8.60%	3,156	2,766
HAYS	34,191	1,121	3.28%	3,157	1,021
BRANHAM	13,872	1,121	8.08%	3,158	2,599
CAUDLE	8,167	1,121	13.73%	3,159	4,346
DEWS	2,067	1,120	54.18%	3,160	14,453
QUARTERMAN	1,642	1,120	68.21%	3,161	17,249
RANGE	3,306	1,120	33.88%	3,162	9,794
BELIN	2,398	1,120	46.71%	3,163	12,837
MILLNER	2,917	1,119	38.36%	3,164	10,912
LAING	6,465	1,119	17.31%	3,165	5,383
CARUTHERS	3,963	1,119	28.24%	3,166	8,353
PEEK	11,062	1,118	10.11%	3,167	3,263
METELLUS	1,188	1,118	94.11%	3,168	21,868
COUSAR	1,495	1,118	74.78%	3,169	18,486
BODY	1,954	1,116	57.11%	3,170	15,099
THEUS	1,669	1,116	66.87%	3,171	17,026
HAILU	1,164	1,116	95.88%	3,172	22,183
DOVER	9,742	1,115	11.45%	3,173	3,651
SUMLER	1,694	1,115	65.82%	3,174	16,848
GAYLES	1,300	1,113	85.62%	3,175	20,434
CHENAULT	4,278	1,113	26.02%	3,176	7,760
MAURICE	3,919	1,112	28.37%	3,177	8,430
RAIFORD	2,304	1,112	48.26%	3,178	13,251
HANLEY	19,240	1,112	5.78%	3,179	1,864
MOCK	15,847	1,112	7.02%	3,180	2,301
ANDERS	15,554	1,112	7.15%	3,181	2,343
MAHAN	15,375	1,112	7.23%	3,182	2,371
VANBUREN	5,874	1,110	18.90%	3,183	5,874
HERVEY	2,900	1,110	38.28%	3,184	10,968
PINKARD	2,440	1,110	45.49%	3,185	12,667
HITE	11,810	1,109	9.39%	3,186	3,034
BOX	10,098	1,109	10.98%	3,187	3,538
FRIMPONG	1,147	1,109	96.69%	3,188	22,436
STRINGFELLOW	4,730	1,109	23.45%	3,189	7,078
DORSETT	5,208	1,108	21.27%	3,190	6,514
DENMARK	3,281	1,108	33.77%	3,191	9,859
GALLMAN	2,804	1,108	39.51%	3,192	11,273
VASSELL	1,228	1,107	90.15%	3,193	21,330
TORAIN	1,303	1,106	84.88%	3,194	20,394
SMALLEY	11,737	1,106	9.42%	3,195	3,055
DEVAUGHN	2,099	1,105	52.64%	3,196	14,268
STREATER	1,828	1,104	60.39%	3,197	15,903
ZACKERY	1,485	1,104	74.34%	3,198	18,572
CORNELL	21,558	1,104	5.12%	3,199	1,672
