Last Name/Surname	Total1	White2	Percentage3	Rank4	U.S. Rank5
KOVACH	9,040	8,653	95.72%	2,708	3,940
GRAYSON	16,946	8,639	50.98%	2,709	2,138
DORN	10,206	8,637	84.63%	2,710	3,502
CONE	9,935	8,636	86.93%	2,711	3,583
PARTRIDGE	9,909	8,631	87.10%	2,712	3,589
GOEBEL	9,062	8,630	95.23%	2,713	3,920
LEON	86,363	8,628	9.99%	2,714	363
CURLEY	12,211	8,628	70.66%	2,715	2,936
GOOCH	11,453	8,626	75.32%	2,716	3,155
HUNTLEY	12,614	8,624	68.37%	2,717	2,858
SAMUELS	22,207	8,623	38.83%	2,718	1,621
BADER	9,197	8,623	93.76%	2,719	3,854
BRILL	9,215	8,622	93.56%	2,720	3,841
HULSEY	9,317	8,620	92.52%	2,721	3,796
WHITWORTH	9,748	8,616	88.39%	2,722	3,647
RICKS	18,506	8,615	46.55%	2,723	1,950
FREE	9,923	8,615	86.82%	2,724	3,586
KOVACS	9,072	8,615	94.96%	2,725	3,917
JANKOWSKI	8,970	8,614	96.03%	2,726	3,964
CLOSE	9,474	8,613	90.91%	2,727	3,739
RUNYON	9,153	8,607	94.03%	2,728	3,872
REAVES	15,550	8,601	55.31%	2,729	2,344
WILBUR	9,527	8,596	90.23%	2,730	3,719
REIMER	9,055	8,594	94.91%	2,731	3,927
BOURQUE	8,973	8,591	95.74%	2,732	3,961
FREDRICKSON	9,026	8,586	95.13%	2,733	3,945
BOLEN	9,323	8,585	92.08%	2,734	3,793
EVERS	9,300	8,584	92.30%	2,735	3,809
SALAZAR	152,703	8,582	5.62%	2,736	179
DUPONT	10,339	8,579	82.98%	2,737	3,456
CLOUGH	9,339	8,574	91.81%	2,738	3,789
TAGGART	9,808	8,570	87.38%	2,739	3,622
GROOMS	11,045	8,569	77.58%	2,740	3,267
LENNON	10,720	8,565	79.90%	2,741	3,343
FOGLE	10,434	8,565	82.09%	2,742	3,419
EARLEY	10,140	8,560	84.42%	2,743	3,518
POPP	8,947	8,560	95.67%	2,744	3,973
BRUNSON	17,099	8,558	50.05%	2,745	2,115
GREINER	8,935	8,557	95.77%	2,746	3,978
BROYLES	9,781	8,555	87.47%	2,747	3,630
WHARTON	11,656	8,546	73.32%	2,748	3,084
DENT	14,873	8,545	57.45%	2,749	2,436
STROM	9,142	8,545	93.47%	2,750	3,877
WORDEN	9,139	8,534	93.38%	2,751	3,880
KNUDSEN	9,104	8,533	93.73%	2,752	3,898
RAND	10,397	8,530	82.04%	2,753	3,433
GRABOWSKI	8,877	8,530	96.09%	2,754	4,004
NUNES	12,191	8,528	69.95%	2,755	2,942
TALBERT	12,181	8,525	69.99%	2,756	2,944
GOBLE	9,022	8,523	94.47%	2,757	3,947
BERNIER	9,614	8,520	88.62%	2,758	3,693
LUNA	104,518	8,518	8.15%	2,759	298
PARKINSON	9,767	8,518	87.21%	2,760	3,637
WREN	11,211	8,517	75.97%	2,761	3,220
AIKEN	12,812	8,507	66.40%	2,762	2,816
JEFFREY	11,085	8,504	76.72%	2,763	3,257
BRONSON	11,229	8,499	75.69%	2,764	3,215
BERGSTROM	8,908	8,498	95.40%	2,765	3,986
SPAIN	11,628	8,497	73.07%	2,766	3,093
CALKINS	9,146	8,491	92.84%	2,767	3,876
EADS	9,056	8,484	93.68%	2,768	3,925
SEAL	9,316	8,481	91.04%	2,769	3,797
IBRAHIM	15,915	8,476	53.26%	2,770	2,290
GOAD	9,062	8,473	93.50%	2,771	3,920
SZYMANSKI	8,748	8,473	96.86%	2,772	4,059
DEXTER	10,099	8,470	83.87%	2,773	3,535
STACEY	9,520	8,469	88.96%	2,774	3,720
CAUSEY	11,387	8,461	74.30%	2,775	3,171
NOLEN	10,820	8,460	78.19%	2,776	3,315
MAKI	9,190	8,455	92.00%	2,777	3,860
CADY	9,084	8,455	93.08%	2,778	3,910
ANDRUS	10,197	8,453	82.90%	2,779	3,505
FREEDMAN	8,913	8,452	94.83%	2,780	3,985
NEWSOM	11,218	8,448	75.31%	2,781	3,218
COHN	9,426	8,447	89.61%	2,782	3,758
MCCLUNG	9,456	8,444	89.30%	2,783	3,746
FLECK	8,852	8,443	95.38%	2,784	4,012
WEATHERS	14,073	8,440	59.97%	2,785	2,568
GLYNN	9,501	8,439	88.82%	2,786	3,731
MYRICK	13,236	8,433	63.71%	2,787	2,720
HAASE	8,904	8,432	94.70%	2,788	3,989
MAULDIN	10,011	8,427	84.18%	2,789	3,561
SABO	8,899	8,417	94.58%	2,790	3,992
SEALS	15,858	8,409	53.03%	2,791	2,299
EASTON	10,276	8,409	81.83%	2,792	3,477
CHARLTON	10,555	8,406	79.64%	2,793	3,383
VICKERY	8,874	8,405	94.71%	2,794	4,005
RAUCH	8,972	8,404	93.67%	2,795	3,962
KIRSCH	8,764	8,401	95.86%	2,796	4,050
WITHERS	11,381	8,400	73.81%	2,797	3,176
CLAUSEN	8,906	8,399	94.31%	2,798	3,987
GALLANT	9,051	8,394	92.74%	2,799	3,931
NEUMAN	8,982	8,392	93.43%	2,800	3,957
ARSENAULT	8,760	8,392	95.80%	2,801	4,052
LILES	10,317	8,390	81.32%	2,802	3,463
PARRIS	12,710	8,389	66.00%	2,803	2,839
RIPLEY	9,314	8,387	90.05%	2,804	3,799
AIELLO	8,927	8,386	93.94%	2,805	3,982
CLOUSE	8,809	8,385	95.19%	2,806	4,032
DUPREE	16,794	8,384	49.92%	2,807	2,161
MAHON	9,441	8,383	88.79%	2,808	3,749
BOX	10,098	8,379	82.98%	2,809	3,538
TULLY	9,081	8,372	92.19%	2,810	3,911
MCCUNE	9,549	8,371	87.66%	2,811	3,715
MAZUR	8,733	8,371	95.85%	2,812	4,069
THORN	9,988	8,370	83.80%	2,813	3,569
PAIGE	20,063	8,362	41.68%	2,814	1,789
KIDWELL	9,006	8,362	92.85%	2,815	3,951
SHOWALTER	8,786	8,360	95.15%	2,816	4,044
CARVALHO	10,877	8,358	76.84%	2,817	3,302
RITCHEY	8,844	8,358	94.50%	2,818	4,019
MARCH	10,719	8,355	77.95%	2,819	3,344
MCCLINTOCK	9,141	8,350	91.35%	2,820	3,879
POLLACK	8,977	8,350	93.02%	2,821	3,959
SIMONSON	8,968	8,347	93.08%	2,822	3,965
HUBERT	10,380	8,344	80.39%	2,823	3,439
BARTELS	8,809	8,344	94.72%	2,824	4,032
DUNNE	8,941	8,338	93.26%	2,825	3,974
FOLTZ	8,714	8,337	95.67%	2,826	4,075
BONTRAGER	8,507	8,334	97.97%	2,827	4,167
RICKER	8,850	8,332	94.15%	2,828	4,016
SLATTERY	8,695	8,332	95.83%	2,829	4,082
MEEKER	8,781	8,331	94.88%	2,830	4,046
KISH	8,725	8,331	95.48%	2,831	4,072
VAUGHT	9,476	8,329	87.90%	2,832	3,738
BOSTON	15,814	8,328	52.66%	2,833	2,309
LEHMANN	8,799	8,322	94.58%	2,834	4,039
RENO	9,322	8,319	89.24%	2,835	3,794
HOOKS	17,053	8,318	48.78%	2,836	2,125
KUYKENDALL	9,841	8,316	84.50%	2,837	3,608
BEALL	9,202	8,314	90.35%	2,838	3,847
ROBINETTE	8,784	8,314	94.65%	2,839	4,045
MARQUARDT	8,749	8,312	95.01%	2,840	4,058
NOBLES	12,965	8,309	64.09%	2,841	2,782
HALLMAN	9,938	8,301	83.53%	2,842	3,582
FORSTER	9,116	8,300	91.05%	2,843	3,895
HERMANN	8,858	8,287	93.55%	2,844	4,010
WICKER	10,321	8,286	80.28%	2,845	3,462
RICKARD	9,128	8,286	90.78%	2,846	3,886
MCVEY	8,848	8,283	93.61%	2,847	4,018
LAWLESS	9,093	8,276	91.02%	2,848	3,903
WILLSON	9,659	8,275	85.67%	2,849	3,679
GREY	12,680	8,266	65.19%	2,850	2,845
GALBRAITH	8,886	8,260	92.96%	2,851	3,997
CORREIA	10,126	8,250	81.47%	2,852	3,525
GILBERTSON	8,621	8,249	95.68%	2,853	4,118
AINSWORTH	9,149	8,248	90.15%	2,854	3,874
PULLEN	10,565	8,244	78.03%	2,855	3,381
HALSTEAD	9,027	8,240	91.28%	2,856	3,944
SWANN	12,293	8,239	67.02%	2,857	2,916
FUSCO	8,650	8,238	95.24%	2,858	4,102
BURKHARDT	8,707	8,236	94.59%	2,859	4,080
POND	9,052	8,235	90.97%	2,860	3,930
DANGELO	8,802	8,231	93.51%	2,861	4,037
LANNING	8,711	8,223	94.40%	2,862	4,078
JOLLEY	9,392	8,222	87.54%	2,863	3,770
BLACKMAN	14,278	8,218	57.56%	2,864	2,535
MOLNAR	8,586	8,217	95.70%	2,865	4,131
WOZNIAK	8,526	8,208	96.27%	2,866	4,156
LOVELESS	9,533	8,207	86.09%	2,867	3,718
COPPOLA	8,676	8,205	94.57%	2,868	4,091
KEETON	9,748	8,196	84.08%	2,869	3,647
WINCHESTER	10,480	8,192	78.17%	2,870	3,413
NEIL	10,228	8,192	80.09%	2,871	3,496
SCULLY	8,747	8,188	93.61%	2,872	4,060
FAULK	11,656	8,187	70.24%	2,873	3,084
SOUTHARD	8,808	8,185	92.93%	2,874	4,035
SHIFFLETT	8,544	8,185	95.80%	2,875	4,147
BARBEE	11,470	8,183	71.34%	2,876	3,151
HEMPHILL	13,495	8,182	60.63%	2,877	2,672
SHAY	9,212	8,177	88.76%	2,878	3,843
IRVINE	9,397	8,174	86.99%	2,879	3,769
HAYWOOD	18,360	8,170	44.50%	2,880	1,970
SHANAHAN	8,616	8,170	94.82%	2,881	4,119
HANDLEY	9,722	8,169	84.03%	2,882	3,657
SWAFFORD	9,369	8,169	87.19%	2,883	3,777
ROYAL	15,755	8,167	51.84%	2,884	2,319
VETTER	8,550	8,164	95.49%	2,885	4,142
CALABRESE	8,599	8,158	94.87%	2,886	4,127
BILLS	10,051	8,155	81.14%	2,887	3,552
DAVEY	9,071	8,155	89.90%	2,888	3,918
RENFRO	9,806	8,154	83.15%	2,889	3,623
RAU	8,961	8,152	90.97%	2,890	3,968
VANN	15,416	8,150	52.87%	2,891	2,366
SLAGLE	8,573	8,150	95.07%	2,892	4,135
HAWES	9,908	8,148	82.24%	2,893	3,590
HARDWICK	10,841	8,144	75.12%	2,894	3,310
LANGDON	8,794	8,143	92.60%	2,895	4,041
STURGEON	9,007	8,142	90.40%	2,896	3,950
LEGER	10,221	8,141	79.65%	2,897	3,497
BEATTIE	8,993	8,141	90.53%	2,898	3,955
CHISHOLM	12,503	8,137	65.08%	2,899	2,878
BROOME	10,133	8,136	80.29%	2,900	3,522
MIMS	19,139	8,132	42.49%	2,901	1,878
HEINRICH	8,552	8,119	94.94%	2,902	4,141
ROBINS	10,797	8,118	75.19%	2,903	3,322
DOVER	9,742	8,117	83.32%	2,904	3,651
BROUGHTON	12,273	8,111	66.09%	2,905	2,918
NEWBY	11,483	8,110	70.63%	2,906	3,148
WILLINGHAM	12,818	8,107	63.25%	2,907	2,814
CORDELL	9,119	8,106	88.89%	2,908	3,893
FRAME	8,827	8,106	91.83%	2,909	4,027
HERBST	8,419	8,102	96.23%	2,910	4,208
HOKE	9,096	8,101	89.06%	2,911	3,901
SLADE	12,599	8,097	64.27%	2,912	2,861
BASHAM	8,806	8,096	91.94%	2,913	4,036
MCCLOUD	15,783	8,094	51.28%	2,914	2,313
HANES	9,268	8,093	87.32%	2,915	3,824
SANTORO	8,713	8,091	92.86%	2,916	4,076
SCHULZE	8,509	8,088	95.05%	2,917	4,164
STURGILL	8,444	8,086	95.76%	2,918	4,196
DUBE	9,136	8,085	88.50%	2,919	3,881
WELKER	8,566	8,083	94.36%	2,920	4,138
WEIDNER	8,400	8,081	96.20%	2,921	4,220
MULL	9,377	8,080	86.17%	2,922	3,774
CARD	9,742	8,077	82.91%	2,923	3,651
COOMBS	9,780	8,065	82.46%	2,924	3,631
HANDY	14,537	8,064	55.47%	2,925	2,482
VARNEY	8,502	8,062	94.82%	2,926	4,169
RUBY	9,091	8,060	88.66%	2,927	3,904
MERRIMAN	9,085	8,054	88.65%	2,928	3,908
SEIDEL	8,430	8,043	95.41%	2,929	4,204
RAUSCH	8,398	8,043	95.77%	2,930	4,224
MCNUTT	9,232	8,042	87.11%	2,931	3,834
WHATLEY	11,579	8,040	69.44%	2,932	3,109
MOFFETT	11,853	8,039	67.82%	2,933	3,025
FAIRCLOTH	8,954	8,039	89.78%	2,934	3,971
FRIES	8,540	8,031	94.04%	2,935	4,150
FURMAN	9,273	8,030	86.60%	2,936	3,820
PICKARD	9,053	8,022	88.61%	2,937	3,928
WEATHERFORD	8,850	8,022	90.64%	2,938	4,016
WESTMORELAND	10,399	8,007	77.00%	2,939	3,430
SANDBERG	8,416	8,006	95.13%	2,940	4,210
MCMURRAY	9,824	8,004	81.47%	2,941	3,613
LANDON	9,211	8,004	86.90%	2,942	3,844
UPCHURCH	9,922	7,999	80.62%	2,943	3,587
WINDHAM	10,390	7,998	76.98%	2,944	3,437
LIEBERMAN	8,302	7,995	96.30%	2,945	4,282
HOWLAND	8,675	7,992	92.13%	2,946	4,092
SKIPPER	10,338	7,990	77.29%	2,947	3,457
SHUMAKER	8,508	7,990	93.91%	2,948	4,165
CLAPP	8,689	7,985	91.90%	2,949	4,088
DESIMONE	8,399	7,985	95.07%	2,950	4,222
GOFORTH	8,735	7,984	91.40%	2,951	4,068
MOSIER	8,522	7,979	93.63%	2,952	4,157
GILCHRIST	12,825	7,977	62.20%	2,953	2,811
COBLE	9,204	7,977	86.67%	2,954	3,846
SANDER	9,090	7,975	87.73%	2,955	3,906
MAYHEW	9,085	7,973	87.76%	2,956	3,908
TOBIAS	14,482	7,967	55.01%	2,957	2,494
NEMETH	8,362	7,961	95.20%	2,958	4,241
COUTURE	8,508	7,955	93.50%	2,959	4,165
JUDGE	10,453	7,954	76.09%	2,960	3,414
SHUMAN	9,043	7,951	87.92%	2,961	3,937
FINDLEY	9,505	7,946	83.60%	2,962	3,729
COLEY	15,671	7,945	50.70%	2,963	2,326
NOLAND	9,386	7,945	84.65%	2,964	3,772
HAMBLIN	8,936	7,945	88.91%	2,965	3,977
TESTA	8,694	7,943	91.36%	2,966	4,084
MIXON	12,394	7,940	64.06%	2,967	2,894
FAIRBANKS	9,466	7,939	83.87%	2,968	3,743
STUCKEY	11,846	7,938	67.01%	2,969	3,026
BIDDLE	9,219	7,936	86.08%	2,970	3,840
FORSYTH	8,450	7,930	93.85%	2,971	4,194
DAGOSTINO	8,388	7,929	94.53%	2,972	4,229
RAYBURN	8,532	7,924	92.87%	2,973	4,152
MATHENY	8,595	7,917	92.11%	2,974	4,128
MCCRARY	12,204	7,916	64.86%	2,975	2,937
NESBITT	13,248	7,914	59.74%	2,976	2,717
HENNESSEY	8,357	7,913	94.69%	2,977	4,245
LEIGH	10,213	7,910	77.45%	2,978	3,499
HIMES	8,831	7,910	89.57%	2,979	4,026
CREEL	8,815	7,903	89.65%	2,980	4,028
NICKEL	8,292	7,902	95.30%	2,981	4,291
SPRING	8,757	7,900	90.21%	2,982	4,053
BEGLEY	8,435	7,898	93.63%	2,983	4,200
SHULER	11,315	7,893	69.76%	2,984	3,195
GUERRA	70,071	7,890	11.26%	2,985	473
PUTMAN	9,058	7,886	87.06%	2,986	3,924
PETERMAN	8,690	7,884	90.72%	2,987	4,087
NEELEY	9,288	7,882	84.86%	2,988	3,816
HAUCK	8,322	7,881	94.70%	2,989	4,265
GRIGSBY	11,501	7,876	68.48%	2,990	3,141
NILES	10,173	7,874	77.40%	2,991	3,511
PARSON	13,209	7,873	59.60%	2,992	2,727
BILLINGSLEY	11,973	7,871	65.74%	2,993	2,995
MOWERY	8,226	7,871	95.68%	2,994	4,321
BATTAGLIA	8,308	7,870	94.73%	2,995	4,279
WENTZ	8,376	7,869	93.95%	2,996	4,231
MARTZ	8,250	7,868	95.37%	2,997	4,309
RANEY	8,801	7,866	89.38%	2,998	4,038
FORTIN	8,814	7,864	89.22%	2,999	4,029
FELTON	16,044	7,863	49.01%	3,000	2,266
VALDEZ	124,995	7,862	6.29%	3,001	244
COONS	8,466	7,862	92.87%	3,002	4,185
EGGLESTON	10,057	7,861	78.16%	3,003	3,550
AHERN	8,221	7,856	95.56%	3,004	4,322
WAYNE	10,215	7,854	76.89%	3,005	3,498
SAMPLE	11,471	7,850	68.43%	3,006	3,150
HOY	9,196	7,844	85.30%	3,007	3,855
PONDER	11,764	7,842	66.66%	3,008	3,044
FOGARTY	8,245	7,837	95.05%	3,009	4,311
WILT	8,165	7,836	95.97%	3,010	4,348
HEINZ	8,311	7,834	94.26%	3,011	4,276
CONTE	8,744	7,829	89.54%	3,012	4,061
STRUNK	8,129	7,827	96.28%	3,013	4,374
MOUNT	8,754	7,825	89.39%	3,014	4,055
STREETER	11,988	7,819	65.22%	3,015	2,987
WICK	8,333	7,819	93.83%	3,016	4,253
SHIPP	11,217	7,818	69.70%	3,017	3,219
SLOCUM	9,102	7,818	85.89%	3,018	3,899
HUSSEY	9,176	7,816	85.18%	3,019	3,867
VANMETER	8,305	7,815	94.10%	3,020	4,281
DAMRON	8,354	7,812	93.51%	3,021	4,247
WEGNER	8,192	7,803	95.25%	3,022	4,336
PAGANO	8,465	7,802	92.17%	3,023	4,186
STEED	10,250	7,798	76.08%	3,024	3,484
DAYTON	8,494	7,796	91.78%	3,025	4,173
BOHANNON	9,663	7,787	80.59%	3,026	3,677
BRITTAIN	8,671	7,787	89.81%	3,027	4,096
LAPOINTE	8,894	7,785	87.53%	3,028	3,995
SCHREINER	8,152	7,785	95.50%	3,029	4,359
SCHOEN	8,140	7,784	95.63%	3,030	4,365
HAWKS	8,639	7,783	90.09%	3,031	4,105
MOEN	8,138	7,783	95.64%	3,032	4,367
ETHERIDGE	10,420	7,782	74.68%	3,033	3,425
PARISI	8,326	7,782	93.47%	3,034	4,259
COVEY	8,414	7,778	92.44%	3,035	4,212
TUCK	10,018	7,777	77.63%	3,036	3,560
OGLESBY	12,271	7,776	63.37%	3,037	2,919
CONOVER	8,738	7,775	88.98%	3,038	4,063
ANGLIN	10,396	7,772	74.76%	3,039	3,434
WILD	8,217	7,768	94.54%	3,040	4,324
SEWARD	10,399	7,764	74.66%	3,041	3,430
MCCAFFREY	8,181	7,763	94.89%	3,042	4,339
LOFTUS	8,166	7,762	95.05%	3,043	4,347
RATCLIFF	10,497	7,761	73.94%	3,044	3,409
PIAZZA	8,372	7,759	92.68%	3,045	4,232
AKIN	8,626	7,757	89.93%	3,046	4,114
PETRIE	8,520	7,754	91.01%	3,047	4,159
HEIL	8,205	7,754	94.50%	3,048	4,327
MUNOZ	158,483	7,750	4.89%	3,049	168
MAXEY	10,584	7,747	73.20%	3,050	3,372
SEILER	8,170	7,746	94.81%	3,051	4,344
WORRELL	10,821	7,744	71.56%	3,052	3,313
JAY	9,852	7,744	78.60%	3,053	3,604
MCCUTCHEON	9,230	7,741	83.87%	3,054	3,835
KAYE	8,627	7,741	89.73%	3,055	4,113
HACKNEY	9,507	7,739	81.40%	3,056	3,727
SANDLIN	8,421	7,737	91.88%	3,057	4,206
WHITCOMB	8,324	7,736	92.94%	3,058	4,263
STRAIN	8,883	7,734	87.07%	3,059	3,999
MCCUE	8,250	7,731	93.71%	3,060	4,309
BLAYLOCK	10,008	7,730	77.24%	3,061	3,563
PEYTON	10,276	7,729	75.21%	3,062	3,477
MONACO	8,198	7,729	94.28%	3,063	4,331
DODDS	8,813	7,727	87.68%	3,064	4,031
LEIGHTON	8,399	7,725	91.98%	3,065	4,222
SPROUSE	8,229	7,725	93.88%	3,066	4,319
DELLINGER	8,040	7,725	96.08%	3,067	4,422
SUGGS	13,585	7,724	56.86%	3,068	2,652
HUTTO	8,403	7,724	91.92%	3,069	4,217
COUNTS	9,713	7,723	79.51%	3,070	3,664
PARTIN	8,296	7,722	93.08%	3,071	4,287
PULLIAM	11,613	7,721	66.49%	3,072	3,099
MUNDY	9,439	7,701	81.59%	3,073	3,752
HARDMAN	9,430	7,699	81.64%	3,074	3,755
COVERT	8,369	7,696	91.96%	3,075	4,236
DUPUIS	8,179	7,695	94.08%	3,076	4,340
GEER	8,717	7,692	88.24%	3,077	4,074
LEMAY	8,471	7,691	90.79%	3,078	4,182
LOY	8,868	7,687	86.68%	3,079	4,006
PINKERTON	8,446	7,685	90.99%	3,080	4,195
STEINMETZ	8,032	7,683	95.65%	3,081	4,426
DOCKERY	11,644	7,682	65.97%	3,082	3,089
MOREAU	9,035	7,682	85.02%	3,083	3,943
WILKE	8,106	7,682	94.77%	3,084	4,386
HEFNER	8,100	7,682	94.84%	3,085	4,391
HARGIS	8,503	7,675	90.26%	3,086	4,168
MARQUIS	8,737	7,674	87.83%	3,087	4,065
WERTZ	8,198	7,672	93.58%	3,088	4,331
RIDENOUR	8,130	7,672	94.37%	3,089	4,373
EZELL	11,121	7,669	68.96%	3,090	3,247
WHITSON	9,273	7,669	82.70%	3,091	3,820
IRVING	14,896	7,660	51.42%	3,092	2,433
BACK	8,762	7,660	87.42%	3,093	4,051
BATCHELOR	9,417	7,656	81.30%	3,094	3,762
PAINE	8,501	7,652	90.01%	3,095	4,171
ISAAC	18,903	7,648	40.46%	3,096	1,898
VENABLE	10,333	7,648	74.02%	3,097	3,458
REGISTER	9,075	7,646	84.25%	3,098	3,914
TENNANT	8,693	7,646	87.96%	3,099	4,085
WEIMER	8,050	7,646	94.98%	3,100	4,410
HUTCHINGS	8,833	7,641	86.51%	3,101	4,025
HUTCHESON	8,321	7,638	91.79%	3,102	4,266
DOUCETTE	8,573	7,637	89.08%	3,103	4,135
GILLEN	8,462	7,637	90.25%	3,104	4,188
WASSON	8,471	7,634	90.12%	3,105	4,182
CROOKS	10,244	7,633	74.51%	3,106	3,489
MONAGHAN	7,968	7,630	95.76%	3,107	4,452
TAFT	9,048	7,629	84.32%	3,108	3,933
DION	8,395	7,628	90.86%	3,109	4,225
WYNNE	9,637	7,627	79.14%	3,110	3,686
MCWHORTER	9,312	7,623	81.86%	3,111	3,801
BRADBURY	8,172	7,621	93.26%	3,112	4,343
BERTRAM	8,369	7,618	91.03%	3,113	4,236
CLEM	8,107	7,613	93.91%	3,114	4,384
CARDEN	8,548	7,612	89.05%	3,115	4,143
LOGUE	8,328	7,606	91.33%	3,116	4,255
DEROSA	8,241	7,603	92.26%	3,117	4,314
GERARD	9,075	7,602	83.77%	3,118	3,914
SAMPLES	8,663	7,602	87.75%	3,119	4,099
MAREK	8,042	7,601	94.52%	3,120	4,420
TRUE	8,261	7,599	91.99%	3,121	4,303
DURKIN	7,975	7,599	95.29%	3,122	4,448
TOLER	9,427	7,592	80.53%	3,123	3,757
COFFIN	8,312	7,592	91.34%	3,124	4,274
BUFFINGTON	8,738	7,589	86.85%	3,125	4,063
SWOPE	8,415	7,588	90.17%	3,126	4,211
SPALDING	8,601	7,583	88.16%	3,127	4,125
AHMED	48,319	7,581	15.69%	3,128	720
MATHIAS	8,851	7,580	85.64%	3,129	4,014
DEANGELO	8,205	7,577	92.35%	3,130	4,327
WILBANKS	8,107	7,576	93.45%	3,131	4,384
FORTE	12,023	7,574	63.00%	3,132	2,982
MCCULLOCH	8,244	7,574	91.87%	3,133	4,312
DYKSTRA	7,913	7,574	95.72%	3,134	4,485
BIANCO	15,278	7,573	49.57%	3,135	2,381
BECKHAM	9,960	7,572	76.02%	3,136	3,575
WENTWORTH	8,023	7,572	94.38%	3,137	4,428
BOYKIN	17,255	7,570	43.87%	3,138	2,096
MAGNUSON	7,980	7,566	94.81%	3,139	4,445
WITHROW	8,262	7,562	91.53%	3,140	4,302
FULLERTON	8,517	7,557	88.73%	3,141	4,162
TREMBLAY	7,996	7,557	94.51%	3,142	4,438
COLLETT	8,064	7,551	93.64%	3,143	4,404
LAPP	7,761	7,551	97.29%	3,144	4,568
BARNHILL	9,040	7,549	83.51%	3,145	3,940
ATWELL	8,622	7,549	87.56%	3,146	4,116
OLMSTEAD	8,021	7,549	94.12%	3,147	4,430
LUNDBERG	7,958	7,546	94.82%	3,148	4,458
MEISTER	7,885	7,545	95.69%	3,149	4,496
MCCALLUM	10,229	7,543	73.74%	3,150	3,495
CLARKSON	9,004	7,543	83.77%	3,151	3,953
EGGERS	7,921	7,542	95.22%	3,152	4,479
UNRUH	7,835	7,541	96.25%	3,153	4,524
GEYER	7,962	7,533	94.61%	3,154	4,456
THIBODEAU	7,904	7,529	95.26%	3,155	4,487
FENNELL	11,410	7,526	65.96%	3,156	3,163
BUNTING	8,725	7,522	86.21%	3,157	4,072
LAFLEUR	9,430	7,521	79.76%	3,158	3,755
HEILMAN	7,876	7,520	95.48%	3,159	4,504
SAYRE	7,973	7,519	94.31%	3,160	4,449
POORE	8,240	7,518	91.24%	3,161	4,315
AGUILAR	186,512	7,516	4.03%	3,162	134
LASSITER	13,066	7,514	57.51%	3,163	2,760
KEELING	8,938	7,514	84.07%	3,164	3,975
TILTON	8,124	7,514	92.49%	3,165	4,376
BRISCOE	13,728	7,513	54.73%	3,166	2,629
CASON	11,657	7,512	64.44%	3,167	3,083
MERTZ	7,841	7,512	95.80%	3,168	4,521
CRAWLEY	12,523	7,511	59.98%	3,169	2,874
MAZZA	8,043	7,511	93.39%	3,170	4,417
SIMPKINS	11,585	7,507	64.80%	3,171	3,107
IVES	8,233	7,506	91.17%	3,172	4,317
FLANDERS	8,787	7,503	85.39%	3,173	4,043
KELSO	8,671	7,497	86.46%	3,174	4,096
KRUG	7,827	7,493	95.73%	3,175	4,531
DEBOER	7,798	7,493	96.09%	3,176	4,543
DOZIER	16,091	7,492	46.56%	3,177	2,259
VALENTI	8,174	7,490	91.63%	3,178	4,341
AGEE	10,857	7,487	68.96%	3,179	3,304
CASTEEL	8,472	7,484	88.34%	3,180	4,180
SIDES	8,194	7,482	91.31%	3,181	4,334
HIBBARD	7,885	7,482	94.89%	3,182	4,496
IVY	13,524	7,481	55.32%	3,183	2,667
COLSON	9,710	7,479	77.02%	3,184	3,666
AMARAL	9,567	7,475	78.13%	3,185	3,709
MARTINSON	8,048	7,475	92.88%	3,186	4,412
ROBSON	8,137	7,473	91.84%	3,187	4,368
BRICKER	7,792	7,471	95.88%	3,188	4,544
KEIM	7,769	7,467	96.11%	3,189	4,565
CASTO	8,284	7,466	90.13%	3,190	4,293
LECLAIR	8,162	7,464	91.45%	3,191	4,351
KEYSER	7,978	7,463	93.54%	3,192	4,446
SIGLER	8,992	7,451	82.86%	3,193	3,956
DEANGELIS	7,791	7,451	95.64%	3,194	4,546
YOUNT	7,817	7,449	95.29%	3,195	4,538
OATES	12,202	7,446	61.02%	3,196	2,940
LITTLETON	9,939	7,444	74.90%	3,197	3,581
CONLON	7,845	7,444	94.89%	3,198	4,518
MONTAGUE	11,258	7,442	66.10%	3,199	3,209
VENTURA	39,580	7,441	18.80%	3,200	877
APPEL	7,938	7,441	93.74%	3,201	4,473
SOTO	144,451	7,439	5.15%	3,202	191
RIORDAN	7,848	7,438	94.78%	3,203	4,515
GUEST	9,483	7,436	78.41%	3,204	3,737
SAXTON	9,509	7,435	78.19%	3,205	3,726
SHARKEY	8,514	7,434	87.32%	3,206	4,163
VOLPE	7,847	7,434	94.74%	3,207	4,517
DEVITO	7,831	7,433	94.92%	3,208	4,528
LOW	12,032	7,432	61.77%	3,209	2,979
LATHROP	8,057	7,431	92.23%	3,210	4,408
MCCRAY	28,024	7,429	26.51%	3,211	1,252
BIANCHI	8,284	7,428	89.67%	3,212	4,293
KREMER	7,784	7,427	95.41%	3,213	4,554
RAWLINGS	9,652	7,426	76.94%	3,214	3,684
MCCALLISTER	8,545	7,426	86.90%	3,215	4,146
WEED	7,987	7,424	92.95%	3,216	4,442
SALEH	9,656	7,423	76.87%	3,217	3,682
JONAS	9,043	7,421	82.06%	3,218	3,937
HOYLE	9,192	7,419	80.71%	3,219	3,857
SEATON	9,423	7,418	78.72%	3,220	3,759
